Row	energy_consumption	starting_temp	starting_humi	time_taken	factor	path	ending_temp	ending_humi
2161	[]	26.442857142857143	67.07142857142857	[]	Infinity	[]		
2162	[]	26.442857142857143	67.07142857142857	[]	Infinity	[]		
2163	[]	26.442857142857143	67.10714285714286	[]	Infinity	[]		
2164	[]	26.442857142857143	67.07142857142857	[]	Infinity	[]		
2165	[]	26.442857142857143	64.07142857142857	[]	Infinity	[]		
2166	[]	26.442857142857143	64.82142857142857	[]	Infinity	[]		
2167	[]	26.442857142857143	59.5	[]	Infinity	[]		
2168	[]	26.442857142857143	66.21428571428571	[]	Infinity	[]		
2169	[]	26.442857142857143	59.25	[]	Infinity	[]		
2170	[]	26.442857142857143	67.42857142857143	[]	Infinity	[]		
2171	[]	26.442857142857143	66.64285714285714	[]	Infinity	[]		
2172	[]	26.442857142857143	65.0	[]	Infinity	[]		
2173	[]	26.442857142857143	67.35714285714286	[]	Infinity	[]		
2174	[]	26.442857142857143	67.35714285714286	[]	Infinity	[]		
2175	[]	26.442857142857143	59.142857142857146	[]	Infinity	[]		
2176	[]	26.442857142857143	67.42857142857143	[]	Infinity	[]		
2177	[]	26.442857142857143	67.42857142857143	[]	Infinity	[]		
2178	[]	26.442857142857143	67.42857142857143	[]	Infinity	[]		
2179	[]	26.442857142857143	67.21428571428571	[]	Infinity	[]		
2180	[]	26.442857142857143	67.28571428571429	[]	Infinity	[]		
2181	[]	26.442857142857143	65.0	[]	Infinity	[]		
2182	[]	26.442857142857143	63.357142857142854	[]	Infinity	[]		
2183	[]	26.442857142857143	59.107142857142854	[]	Infinity	[]		
2184	[]	26.438095238095237	67.07142857142857	[]	Infinity	[]		
2185	[]	26.438095238095237	67.21428571428571	[]	Infinity	[]		
2186	[]	26.435714285714287	64.07142857142857	[]	Infinity	[]		
2187	[]	26.435714285714287	65.0	[]	Infinity	[]		
2188	[]	26.435714285714287	63.357142857142854	[]	Infinity	[]		
2189	[]	26.435714285714287	66.14285714285714	[]	Infinity	[]		
2190	[]	26.435714285714287	67.07142857142857	[]	Infinity	[]		
2191	[]	26.435714285714287	63.42857142857143	[]	Infinity	[]		
2192	[]	26.435714285714287	64.89285714285714	[]	Infinity	[]		
2193	[]	26.435714285714287	64.25	[]	Infinity	[]		
2194	[]	26.433333333333334	67.21428571428571	[]	Infinity	[]		
2195	[]	26.433333333333334	67.07142857142857	[]	Infinity	[]		
2196	[]	26.428571428571427	67.0	[]	Infinity	[]		
2197	[]	26.428571428571427	67.07142857142857	[]	Infinity	[]		
2198	[]	26.428571428571427	66.07142857142857	[]	Infinity	[]		
2199	[]	26.428571428571427	66.0	[]	Infinity	[]		
2200	[]	26.428571428571427	65.85714285714286	[]	Infinity	[]		
2201	[]	26.428571428571427	65.75	[]	Infinity	[]		
2202	[]	26.428571428571427	65.64285714285714	[]	Infinity	[]		
2203	[]	26.428571428571427	59.142857142857146	[]	Infinity	[]		
2204	[]	26.428571428571427	65.64285714285714	[]	Infinity	[]		
2205	[]	26.428571428571427	59.07142857142857	[]	Infinity	[]		
2206	[]	26.428571428571427	65.57142857142857	[]	Infinity	[]		
2207	[]	26.428571428571427	58.857142857142854	[]	Infinity	[]		
2208	[]	26.428571428571427	65.47619047619047	[]	Infinity	[]		
2209	[]	26.428571428571427	65.30952380952381	[]	Infinity	[]		
2210	[]	26.428571428571427	65.21428571428571	[]	Infinity	[]		
2211	[]	26.428571428571427	65.07142857142857	[]	Infinity	[]		
2212	[]	26.428571428571427	65.0	[]	Infinity	[]		
2213	[]	26.428571428571427	66.10714285714286	[]	Infinity	[]		
2214	[]	26.428571428571427	66.14285714285714	[]	Infinity	[]		
2215	[]	26.428571428571427	66.17857142857143	[]	Infinity	[]		
2216	[]	26.428571428571427	66.64285714285714	[]	Infinity	[]		
2217	[]	26.428571428571427	67.07142857142857	[]	Infinity	[]		
2218	[]	26.428571428571427	66.92857142857143	[]	Infinity	[]		
2219	[]	26.428571428571427	66.78571428571429	[]	Infinity	[]		
2220	[]	26.428571428571427	66.78571428571429	[]	Infinity	[]		
2221	[]	26.428571428571427	66.78571428571429	[]	Infinity	[]		
2222	[]	26.428571428571427	66.78571428571429	[]	Infinity	[]		
2223	[]	26.428571428571427	66.60714285714286	[]	Infinity	[]		
2224	[]	26.428571428571427	66.21428571428571	[]	Infinity	[]		
2225	[]	26.428571428571427	66.64285714285714	[]	Infinity	[]		
2226	[]	26.428571428571427	66.5	[]	Infinity	[]		
2227	[]	26.428571428571427	66.46428571428571	[]	Infinity	[]		
2228	[]	26.428571428571427	66.57142857142857	[]	Infinity	[]		
2229	[]	26.428571428571427	66.30952380952381	[]	Infinity	[]		
2230	[]	26.428571428571427	66.26190476190476	[]	Infinity	[]		
2231	[]	26.428571428571427	66.78571428571429	[]	Infinity	[]		
2232	[]	26.428571428571427	63.214285714285715	[]	Infinity	[]		
2233	[]	26.428571428571427	54.07142857142857	[]	Infinity	[]		
2234	[]	26.428571428571427	65.07142857142857	[]	Infinity	[]		
2235	[]	26.428571428571427	64.78571428571429	[]	Infinity	[]		
2236	[]	26.428571428571427	64.64285714285714	[]	Infinity	[]		
2237	[]	26.428571428571427	64.64285714285714	[]	Infinity	[]		
2238	[]	26.428571428571427	64.64285714285714	[]	Infinity	[]		
2239	[]	26.428571428571427	64.64285714285714	[]	Infinity	[]		
2240	[]	26.428571428571427	64.57142857142857	[]	Infinity	[]		
2241	[]	26.428571428571427	64.42857142857143	[]	Infinity	[]		
2242	[]	26.428571428571427	64.42857142857143	[]	Infinity	[]		
2243	[]	26.428571428571427	64.28571428571429	[]	Infinity	[]		
2244	[]	26.428571428571427	64.0	[]	Infinity	[]		
2245	[]	26.428571428571427	63.92857142857143	[]	Infinity	[]		
2246	[]	26.428571428571427	63.785714285714285	[]	Infinity	[]		
2247	[]	26.428571428571427	63.642857142857146	[]	Infinity	[]		
2248	[]	26.428571428571427	63.642857142857146	[]	Infinity	[]		
2249	[]	26.428571428571427	63.642857142857146	[]	Infinity	[]		
2250	[]	26.428571428571427	63.642857142857146	[]	Infinity	[]		
2251	[]	26.428571428571427	63.5	[]	Infinity	[]		
2252	[]	26.428571428571427	63.285714285714285	[]	Infinity	[]		
2253	[]	26.428571428571427	63.285714285714285	[]	Infinity	[]		
2254	[]	26.428571428571427	64.85714285714286	[]	Infinity	[]		
2255	[]	26.428571428571427	65.14285714285714	[]	Infinity	[]		
2256	[]	26.428571428571427	63.142857142857146	[]	Infinity	[]		
2257	[]	26.428571428571427	65.14285714285714	[]	Infinity	[]		
2258	[]	26.428571428571427	62.42857142857143	[]	Infinity	[]		
2259	[]	26.428571428571427	62.5	[]	Infinity	[]		
2260	[]	26.428571428571427	62.5	[]	Infinity	[]		
2261	[]	26.428571428571427	62.5	[]	Infinity	[]		
2262	[]	26.428571428571427	57.642857142857146	[]	Infinity	[]		
2263	[]	26.428571428571427	58.5	[]	Infinity	[]		
2264	[]	26.428571428571427	58.357142857142854	[]	Infinity	[]		
2265	[]	26.428571428571427	66.07142857142857	[]	Infinity	[]		
2266	[]	26.428571428571427	66.14285714285714	[]	Infinity	[]		
2267	[]	26.428571428571427	66.0	[]	Infinity	[]		
2268	[]	26.428571428571427	66.0	[]	Infinity	[]		
2269	[]	26.428571428571427	65.82142857142857	[]	Infinity	[]		
2270	[]	26.428571428571427	65.71428571428571	[]	Infinity	[]		
2271	[]	26.428571428571427	65.71428571428571	[]	Infinity	[]		
2272	[]	26.428571428571427	65.71428571428571	[]	Infinity	[]		
2273	[]	26.428571428571427	65.64285714285714	[]	Infinity	[]		
2274	[]	26.428571428571427	65.5	[]	Infinity	[]		
2275	[]	26.428571428571427	65.46428571428571	[]	Infinity	[]		
2276	[]	26.428571428571427	65.35714285714286	[]	Infinity	[]		
2277	[]	26.428571428571427	63.17857142857143	[]	Infinity	[]		
2278	[]	26.428571428571427	65.57142857142857	[]	Infinity	[]		
2279	[]	26.428571428571427	63.214285714285715	[]	Infinity	[]		
2280	[]	26.428571428571427	62.42857142857143	[]	Infinity	[]		
2281	[]	26.428571428571427	67.14285714285714	[]	Infinity	[]		
2282	[]	26.428571428571427	67.14285714285714	[]	Infinity	[]		
2283	[]	26.428571428571427	63.0	[]	Infinity	[]		
2284	[]	26.428571428571427	67.14285714285714	[]	Infinity	[]		
2285	[]	26.428571428571427	67.14285714285714	[]	Infinity	[]		
2286	[]	26.428571428571427	67.14285714285714	[]	Infinity	[]		
2287	[]	26.428571428571427	67.14285714285714	[]	Infinity	[]		
2288	[]	26.428571428571427	67.14285714285714	[]	Infinity	[]		
2289	[]	26.428571428571427	67.14285714285714	[]	Infinity	[]		
2290	[]	26.428571428571427	62.785714285714285	[]	Infinity	[]		
2291	[]	26.428571428571427	62.642857142857146	[]	Infinity	[]		
2292	[]	26.428571428571427	62.857142857142854	[]	Infinity	[]		
2293	[]	26.428571428571427	63.0	[]	Infinity	[]		
2294	[]	26.428571428571427	62.857142857142854	[]	Infinity	[]		
2295	[]	26.428571428571427	62.785714285714285	[]	Infinity	[]		
2296	[]	26.421428571428574	66.64285714285714	[]	Infinity	[]		
2297	[]	26.42142857142857	55.0	[]	Infinity	[]		
2298	[]	26.414285714285715	62.42857142857143	[]	Infinity	[]		
2299	[]	26.414285714285715	65.71428571428571	[]	Infinity	[]		
2300	[]	26.414285714285715	62.857142857142854	[]	Infinity	[]		
2301	[]	26.414285714285715	58.285714285714285	[]	Infinity	[]		
2302	[]	26.414285714285715	58.714285714285715	[]	Infinity	[]		
2303	[]	26.414285714285715	62.285714285714285	[]	Infinity	[]		
2304	[]	26.414285714285715	66.64285714285714	[]	Infinity	[]		
2305	[]	26.414285714285715	57.42857142857143	[]	Infinity	[]		
2306	[]	26.414285714285715	62.57142857142857	[]	Infinity	[]		
2307	[]	26.414285714285715	53.92857142857143	[]	Infinity	[]		
2308	[]	26.414285714285715	62.642857142857146	[]	Infinity	[]		
2309	[]	26.414285714285715	58.642857142857146	[]	Infinity	[]		
2310	[]	26.414285714285715	62.42857142857143	[]	Infinity	[]		
2311	[]	26.414285714285715	62.142857142857146	[]	Infinity	[]		
2312	[]	26.414285714285715	62.07142857142857	[]	Infinity	[]		
2313	[]	26.414285714285715	62.0	[]	Infinity	[]		
2314	[]	26.414285714285715	61.92857142857143	[]	Infinity	[]		
2315	[]	26.414285714285715	62.392857142857146	[]	Infinity	[]		
2316	[]	26.414285714285715	58.75	[]	Infinity	[]		
2317	[]	26.414285714285715	66.42857142857143	[]	Infinity	[]		
2318	[]	26.414285714285715	65.35714285714286	[]	Infinity	[]		
2319	[]	26.414285714285715	62.5	[]	Infinity	[]		
2320	[]	26.414285714285715	53.964285714285715	[]	Infinity	[]		
2321	[]	26.414285714285715	62.285714285714285	[]	Infinity	[]		
2322	[]	26.407142857142855	57.25	[]	Infinity	[]		
2323	[]	26.400000000000002	59.357142857142854	[]	Infinity	[]		
2324	[]	26.400000000000002	59.285714285714285	[]	Infinity	[]		
2325	[]	26.400000000000002	59.214285714285715	[]	Infinity	[]		
2326	[]	26.400000000000002	62.285714285714285	[]	Infinity	[]		
2327	[]	26.400000000000002	59.1904761904762	[]	Infinity	[]		
2328	[]	26.400000000000002	59.07142857142857	[]	Infinity	[]		
2329	[]	26.400000000000002	59.57142857142857	[]	Infinity	[]		
2330	[]	26.400000000000002	59.0	[]	Infinity	[]		
2331	[]	26.400000000000002	59.0	[]	Infinity	[]		
2332	[]	26.400000000000002	58.92857142857143	[]	Infinity	[]		
2333	[]	26.400000000000002	58.92857142857143	[]	Infinity	[]		
2334	[]	26.400000000000002	59.464285714285715	[]	Infinity	[]		
2335	[]	26.400000000000002	59.857142857142854	[]	Infinity	[]		
2336	[]	26.400000000000002	59.642857142857146	[]	Infinity	[]		
2337	[]	26.400000000000002	59.714285714285715	[]	Infinity	[]		
2338	[]	26.400000000000002	59.785714285714285	[]	Infinity	[]		
2339	[]	26.400000000000002	62.285714285714285	[]	Infinity	[]		
2340	[]	26.400000000000002	60.0	[]	Infinity	[]		
2341	[]	26.400000000000002	60.035714285714285	[]	Infinity	[]		
2342	[]	26.400000000000002	60.142857142857146	[]	Infinity	[]		
2343	[]	26.400000000000002	58.607142857142854	[]	Infinity	[]		
2344	[]	26.400000000000002	62.285714285714285	[]	Infinity	[]		
2345	[]	26.400000000000002	62.285714285714285	[]	Infinity	[]		
2346	[]	26.400000000000002	62.285714285714285	[]	Infinity	[]		
2347	[]	26.400000000000002	58.75	[]	Infinity	[]		
2348	[]	26.400000000000002	57.5	[]	Infinity	[]		
2349	[]	26.400000000000002	58.714285714285715	[]	Infinity	[]		
2350	[]	26.400000000000002	57.214285714285715	[]	Infinity	[]		
2351	[]	26.400000000000002	62.214285714285715	[]	Infinity	[]		
2352	[]	26.400000000000002	61.785714285714285	[]	Infinity	[]		
2353	[]	26.400000000000002	61.785714285714285	[]	Infinity	[]		
2354	[]	26.400000000000002	61.57142857142857	[]	Infinity	[]		
2355	[]	26.400000000000002	61.17857142857143	[]	Infinity	[]		
2356	[]	26.400000000000002	65.71428571428571	[]	Infinity	[]		
2357	[]	26.400000000000002	66.64285714285714	[]	Infinity	[]		
2358	[]	26.400000000000002	58.642857142857146	[]	Infinity	[]		
2359	[]	26.400000000000002	57.214285714285715	[]	Infinity	[]		
2360	[]	26.400000000000002	56.92857142857143	[]	Infinity	[]		
2361	[]	26.400000000000002	57.142857142857146	[]	Infinity	[]		
2362	[]	26.400000000000002	56.892857142857146	[]	Infinity	[]		
2363	[]	26.400000000000002	57.214285714285715	[]	Infinity	[]		
2364	[]	26.400000000000002	58.142857142857146	[]	Infinity	[]		
2365	[]	26.400000000000002	58.57142857142857	[]	Infinity	[]		
2366	[]	26.400000000000002	58.285714285714285	[]	Infinity	[]		
2367	[]	26.400000000000002	58.285714285714285	[]	Infinity	[]		
2368	[]	26.400000000000002	58.214285714285715	[]	Infinity	[]		
2369	[]	26.400000000000002	58.214285714285715	[]	Infinity	[]		
2370	[]	26.400000000000002	57.285714285714285	[]	Infinity	[]		
2371	[]	26.400000000000002	58.357142857142854	[]	Infinity	[]		
2372	[]	26.400000000000002	57.785714285714285	[]	Infinity	[]		
2373	[]	26.400000000000002	57.785714285714285	[]	Infinity	[]		
2374	[]	26.400000000000002	57.642857142857146	[]	Infinity	[]		
2376	[]	26.392857142857146	53.857142857142854	[]	Infinity	[]		
2377	[]	26.38571428571429	60.57142857142857	[]	Infinity	[]		
2378	[]	26.38571428571429	61.285714285714285	[]	Infinity	[]		
2379	[]	26.38571428571429	61.357142857142854	[]	Infinity	[]		
2380	[]	26.38571428571429	61.5	[]	Infinity	[]		
2381	[]	26.38571428571429	48.464285714285715	[]	Infinity	[]		
2382	[]	26.38571428571429	61.67857142857143	[]	Infinity	[]		
2383	[]	26.38571428571429	61.142857142857146	[]	Infinity	[]		
2384	[]	26.38571428571429	56.214285714285715	[]	Infinity	[]		
2385	[]	26.38571428571429	60.32142857142857	[]	Infinity	[]		
2386	[]	26.38571428571429	56.42857142857143	[]	Infinity	[]		
2387	[]	26.38571428571429	62.392857142857146	[]	Infinity	[]		
2388	[]	26.38571428571429	62.392857142857146	[]	Infinity	[]		
2389	[]	26.38571428571429	62.357142857142854	[]	Infinity	[]		
2390	[]	26.38571428571429	58.42857142857143	[]	Infinity	[]		
2391	[]	26.38571428571429	58.42857142857143	[]	Infinity	[]		
2392	[]	26.38571428571429	58.357142857142854	[]	Infinity	[]		
2393	[]	26.38571428571429	62.285714285714285	[]	Infinity	[]		
2394	[]	26.38571428571429	60.142857142857146	[]	Infinity	[]		
2395	[]	26.38571428571429	62.392857142857146	[]	Infinity	[]		
2396	[]	26.38571428571429	60.357142857142854	[]	Infinity	[]		
2397	[]	26.38571428571429	60.5	[]	Infinity	[]		
2398	[]	26.38571428571429	60.67857142857143	[]	Infinity	[]		
2399	[]	26.38571428571429	56.57142857142857	[]	Infinity	[]		
2400	[]	26.38571428571429	56.714285714285715	[]	Infinity	[]		
2401	[]	26.38571428571429	61.142857142857146	[]	Infinity	[]		
2402	[]	26.38571428571429	56.714285714285715	[]	Infinity	[]		
2403	[]	26.38571428571429	60.92857142857143	[]	Infinity	[]		
2404	[]	26.38571428571429	57.785714285714285	[]	Infinity	[]		
2405	[]	26.38571428571429	62.392857142857146	[]	Infinity	[]		
2406	[]	26.385714285714283	59.714285714285715	[]	Infinity	[]		
2407	[]	26.385714285714283	59.714285714285715	[]	Infinity	[]		
2408	[]	26.385714285714283	59.13095238095237	[]	Infinity	[]		
2409	[]	26.385714285714283	60.285714285714285	[]	Infinity	[]		
2410	[]	26.385714285714283	57.82142857142857	[]	Infinity	[]		
2411	[]	26.385714285714283	58.464285714285715	[]	Infinity	[]		
2412	[]	26.385714285714283	48.714285714285715	[]	Infinity	[]		
2413	[]	26.385714285714283	58.07142857142857	[]	Infinity	[]		
2414	[]	26.371428571428574	60.285714285714285	[]	Infinity	[]		
2415	[]	26.371428571428574	60.92857142857143	[]	Infinity	[]		
2416	[]	26.371428571428574	61.0	[]	Infinity	[]		
2417	[]	26.371428571428574	61.285714285714285	[]	Infinity	[]		
2418	[]	26.371428571428574	60.642857142857146	[]	Infinity	[]		
2419	[]	26.371428571428574	60.142857142857146	[]	Infinity	[]		
2420	[]	26.371428571428574	60.785714285714285	[]	Infinity	[]		
2421	[]	26.371428571428574	60.714285714285715	[]	Infinity	[]		
2422	[]	26.371428571428574	61.0	[]	Infinity	[]		
2423	[]	26.371428571428574	60.5	[]	Infinity	[]		
2424	[]	26.371428571428574	60.92857142857143	[]	Infinity	[]		
2425	[]	26.371428571428574	60.857142857142854	[]	Infinity	[]		
2426	[]	26.371428571428574	53.785714285714285	[]	Infinity	[]		
2427	[]	26.371428571428574	60.5	[]	Infinity	[]		
2428	[]	26.371428571428574	60.42857142857143	[]	Infinity	[]		
2429	[]	26.371428571428574	56.75	[]	Infinity	[]		
2430	[]	26.371428571428574	60.642857142857146	[]	Infinity	[]		
2431	[]	26.371428571428574	62.357142857142854	[]	Infinity	[]		
2432	[]	26.371428571428574	56.714285714285715	[]	Infinity	[]		
2433	[]	26.371428571428574	55.785714285714285	[]	Infinity	[]		
2434	[]	26.371428571428574	55.92857142857143	[]	Infinity	[]		
2435	[]	26.371428571428574	55.92857142857143	[]	Infinity	[]		
2436	[]	26.371428571428574	56.035714285714285	[]	Infinity	[]		
2437	[]	26.371428571428574	62.32142857142857	[]	Infinity	[]		
2438	[]	26.371428571428574	56.214285714285715	[]	Infinity	[]		
2439	[]	26.371428571428574	56.357142857142854	[]	Infinity	[]		
2440	[]	26.371428571428574	56.42857142857143	[]	Infinity	[]		
2441	[]	26.371428571428574	57.0	[]	Infinity	[]		
2442	[]	26.37142857142857	57.857142857142854	[]	Infinity	[]		
2443	[]	26.37142857142857	66.64285714285714	[]	Infinity	[]		
2444	[]	26.37142857142857	60.82142857142857	[]	Infinity	[]		
2445	[]	26.364285714285717	58.357142857142854	[]	Infinity	[]		
2446	[]	26.35714285714286	61.17857142857143	[]	Infinity	[]		
2447	[]	26.35714285714286	66.71428571428571	[]	Infinity	[]		
2448	[]	26.35714285714286	61.42857142857143	[]	Infinity	[]		
2449	[]	26.35714285714286	61.5	[]	Infinity	[]		
2450	[]	26.35714285714286	60.714285714285715	[]	Infinity	[]		
2451	[]	26.35714285714286	60.285714285714285	[]	Infinity	[]		
2452	[]	26.357142857142858	61.285714285714285	[]	Infinity	[]		
2453	[]	26.357142857142858	55.32142857142857	[]	Infinity	[]		
2454	[]	26.357142857142858	55.0	[]	Infinity	[]		
2455	[]	26.357142857142858	55.07142857142857	[]	Infinity	[]		
2456	[]	26.357142857142858	62.285714285714285	[]	Infinity	[]		
2457	[]	26.357142857142858	66.64285714285714	[]	Infinity	[]		
2458	[]	26.357142857142858	55.214285714285715	[]	Infinity	[]		
2459	[]	26.357142857142858	55.642857142857146	[]	Infinity	[]		
2460	[]	26.357142857142858	55.0	[]	Infinity	[]		
2462	[]	26.357142857142858	55.464285714285715	[]	Infinity	[]		
2463	[]	26.35	61.42857142857143	[]	Infinity	[]		
2464	[]	26.349999999999998	60.57142857142857	[]	Infinity	[]		
2465	[]	26.349999999999998	60.107142857142854	[]	Infinity	[]		
2466	[]	26.34285714285715	58.285714285714285	[]	Infinity	[]		
2467	[]	26.34285714285715	58.107142857142854	[]	Infinity	[]		
2468	[]	26.342857142857145	54.857142857142854	[]	Infinity	[]		
2469	[]	26.342857142857145	61.535714285714285	[]	Infinity	[]		
2470	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2471	[]	26.342857142857145	56.535714285714285	[]	Infinity	[]		
2472	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2473	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2474	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2476	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2477	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2478	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2479	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2480	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2481	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2482	[]	26.342857142857145	61.57142857142857	[]	Infinity	[]		
2483	[]	26.342857142857145	62.285714285714285	[]	Infinity	[]		
2484	[]	26.342857142857145	61.57142857142857	[]	Infinity	[]		
2485	[]	26.342857142857145	62.142857142857146	[]	Infinity	[]		
2486	[]	26.342857142857145	62.0	[]	Infinity	[]		
2487	[]	26.342857142857145	61.642857142857146	[]	Infinity	[]		
2488	[]	26.342857142857145	62.07142857142857	[]	Infinity	[]		
2489	[]	26.342857142857138	57.714285714285715	[]	Infinity	[]		
2490	[]	26.342857142857138	59.92857142857143	[]	Infinity	[]		
2491	[]	26.342857142857138	59.92857142857143	[]	Infinity	[]		
2492	[]	26.342857142857138	57.82142857142857	[]	Infinity	[]		
2493	[]	26.342857142857138	59.785714285714285	[]	Infinity	[]		
2494	[]	26.342857142857138	59.92857142857143	[]	Infinity	[]		
2495	[]	26.342857142857138	59.785714285714285	[]	Infinity	[]		
2496	[]	26.33571428571429	62.0	[]	Infinity	[]		
2497	[]	26.335714285714285	54.892857142857146	[]	Infinity	[]		
2498	[]	26.335714285714285	56.357142857142854	[]	Infinity	[]		
2499	[]	26.32857142857143	54.357142857142854	[]	Infinity	[]		
2500	[]	26.32857142857143	66.71428571428571	[]	Infinity	[]		
2501	[]	26.32857142857143	54.714285714285715	[]	Infinity	[]		
2502	[]	26.32857142857143	48.357142857142854	[]	Infinity	[]		
2503	[]	26.32857142857143	62.142857142857146	[]	Infinity	[]		
2504	[]	26.32857142857143	61.785714285714285	[]	Infinity	[]		
2505	[]	26.32857142857143	62.142857142857146	[]	Infinity	[]		
2506	[]	26.32857142857143	62.142857142857146	[]	Infinity	[]		
2507	[]	26.32857142857143	62.142857142857146	[]	Infinity	[]		
2508	[]	26.32857142857143	62.142857142857146	[]	Infinity	[]		
2509	[]	26.32857142857143	62.142857142857146	[]	Infinity	[]		
2510	[]	26.32857142857143	62.142857142857146	[]	Infinity	[]		
2511	[]	26.32857142857143	62.07142857142857	[]	Infinity	[]		
2512	[]	26.32857142857143	62.0	[]	Infinity	[]		
2513	[]	26.32857142857143	62.07142857142857	[]	Infinity	[]		
2514	[]	26.32857142857143	62.0	[]	Infinity	[]		
2515	[]	26.32857142857143	61.857142857142854	[]	Infinity	[]		
2516	[]	26.32857142857143	61.857142857142854	[]	Infinity	[]		
2517	[]	26.32857142857143	53.67857142857143	[]	Infinity	[]		
2518	[]	26.32857142857143	61.964285714285715	[]	Infinity	[]		
2519	[]	26.328571428571426	54.32142857142857	[]	Infinity	[]		
2520	[]	26.328571428571426	59.67857142857143	[]	Infinity	[]		
2521	[]	26.328571428571426	54.642857142857146	[]	Infinity	[]		
2522	[]	26.321428571428573	66.57142857142857	[]	Infinity	[]		
2523	[]	26.314285714285717	66.57142857142857	[]	Infinity	[]		
2524	[]	26.314285714285713	53.42857142857143	[]	Infinity	[]		
2525	[]	26.314285714285713	54.5	[]	Infinity	[]		
2526	[]	26.314285714285713	57.785714285714285	[]	Infinity	[]		
2527	[]	26.314285714285713	57.92857142857143	[]	Infinity	[]		
2528	[]	26.314285714285713	59.535714285714285	[]	Infinity	[]		
2529	[]	26.314285714285713	59.5	[]	Infinity	[]		
2530	[]	26.314285714285713	58.0	[]	Infinity	[]		
2531	[]	26.314285714285713	59.357142857142854	[]	Infinity	[]		
2532	[]	26.314285714285713	57.5	[]	Infinity	[]		
2533	[]	26.307142857142857	56.285714285714285	[]	Infinity	[]		
2534	[]	26.300000000000004	66.71428571428571	[]	Infinity	[]		
2535	[]	26.3	57.75	[]	Infinity	[]		
2536	[]	26.3	57.357142857142854	[]	Infinity	[]		
2537	[]	26.3	57.67857142857143	[]	Infinity	[]		
2538	[]	26.3	59.285714285714285	[]	Infinity	[]		
2540	[]	26.3	59.5	[]	Infinity	[]		
2541	[]	26.292857142857144	60.92857142857143	[]	Infinity	[]		
2542	[]	26.28571428571429	66.71428571428571	[]	Infinity	[]		
2543	[]	26.28571428571429	64.21428571428571	[]	Infinity	[]		
2544	[]	26.28571428571429	64.60714285714286	[]	Infinity	[]		
2545	[]	26.28571428571429	63.857142857142854	[]	Infinity	[]		
2546	[]	26.285714285714285	54.0	[]	Infinity	[]		
2547	[]	26.285714285714285	64.5	[]	Infinity	[]		
2549	[]	26.285714285714285	57.5	[]	Infinity	[]		
2550	[]	26.285714285714285	54.285714285714285	[]	Infinity	[]		
2551	[]	26.285714285714285	57.5	[]	Infinity	[]		
2552	[]	26.285714285714285	56.285714285714285	[]	Infinity	[]		
2553	[]	26.285714285714285	64.5	[]	Infinity	[]		
2554	[]	26.285714285714285	57.57142857142857	[]	Infinity	[]		
2555	[]	26.285714285714285	64.5	[]	Infinity	[]		
2556	[]	26.285714285714285	59.142857142857146	[]	Infinity	[]		
2557	[]	26.27857142857143	48.67857142857143	[]	Infinity	[]		
2558	[]	26.271428571428576	66.57142857142857	[]	Infinity	[]		
2559	[]	26.271428571428576	64.35714285714286	[]	Infinity	[]		
2560	[]	26.271428571428576	64.21428571428571	[]	Infinity	[]		
2561	[]	26.271428571428576	64.64285714285714	[]	Infinity	[]		
2562	[]	26.271428571428576	64.10714285714286	[]	Infinity	[]		
2563	[]	26.271428571428576	64.07142857142857	[]	Infinity	[]		
2564	[]	26.271428571428576	66.71428571428571	[]	Infinity	[]		
2565	[]	26.271428571428576	66.64285714285714	[]	Infinity	[]		
2566	[]	26.271428571428576	63.357142857142854	[]	Infinity	[]		
2567	[]	26.271428571428576	64.64285714285714	[]	Infinity	[]		
2568	[]	26.271428571428572	63.57142857142857	[]	Infinity	[]		
2569	[]	26.271428571428572	53.857142857142854	[]	Infinity	[]		
2570	[]	26.271428571428572	58.92857142857143	[]	Infinity	[]		
2571	[]	26.271428571428572	58.92857142857143	[]	Infinity	[]		
2572	[]	26.271428571428572	59.035714285714285	[]	Infinity	[]		
2573	[]	26.271428571428572	64.42857142857143	[]	Infinity	[]		
2574	[]	26.271428571428572	55.892857142857146	[]	Infinity	[]		
2575	[]	26.271428571428572	53.857142857142854	[]	Infinity	[]		
2576	[]	26.271428571428572	53.857142857142854	[]	Infinity	[]		
2577	[]	26.271428571428572	53.714285714285715	[]	Infinity	[]		
2578	[]	26.27142857142857	55.785714285714285	[]	Infinity	[]		
2579	[]	26.27142857142857	53.42857142857143	[]	Infinity	[]		
2580	[]	26.264285714285716	66.53571428571429	[]	Infinity	[]		
2582	[]	26.264285714285712	53.535714285714285	[]	Infinity	[]		
2583	[]	26.257142857142863	63.67857142857143	[]	Infinity	[]		
2584	[]	26.257142857142863	65.03571428571429	[]	Infinity	[]		
